Time,PlayerSpeed,MonsterSpeed,DistanceToPlayer
52.23,3.00,2.03,11.88
52.23,3.00,2.03,11.87
52.24,3.00,2.03,11.87
52.24,3.00,2.03,11.86
52.24,3.00,2.03,11.86
52.24,3.00,2.03,11.86
52.25,3.00,2.03,11.85
52.25,3.00,2.03,11.85
52.25,3.00,2.03,11.84
52.26,3.00,2.03,11.84
52.26,3.00,2.03,11.84
52.26,3.00,2.03,11.83
52.26,3.00,2.03,11.83
52.27,3.00,2.03,11.82
52.27,3.00,2.03,11.82
52.27,3.00,2.03,11.81
52.27,3.00,2.03,11.81
52.28,3.00,2.03,11.81
52.28,3.00,2.03,11.80
52.28,3.00,2.03,11.80
52.29,3.00,2.03,11.79
52.29,3.00,2.03,11.79
52.29,3.00,2.03,11.78
52.30,3.00,2.04,11.78
52.30,3.00,2.07,11.78
52.30,3.00,2.07,11.77
52.31,3.00,2.07,11.77
52.31,3.00,2.07,11.76
52.31,3.00,2.07,11.76
52.31,3.00,2.07,11.76
52.32,3.00,2.07,11.75
52.32,3.00,2.07,11.75
52.32,3.00,2.07,11.75
52.33,3.00,2.07,11.74
52.33,3.00,2.07,11.74
52.33,3.00,2.07,11.74
52.33,3.00,2.07,11.74
52.34,3.00,2.07,11.73
52.34,3.00,2.07,11.73
52.34,3.00,2.07,11.73
52.35,3.00,2.07,11.73
52.35,3.00,2.07,11.72
52.35,3.00,2.07,11.72
52.35,3.00,2.07,11.72
52.36,3.00,2.07,11.72
52.36,3.00,2.07,11.71
52.37,3.00,2.07,11.71
52.37,3.00,2.07,11.71
52.37,3.00,2.07,11.71
52.37,3.00,2.07,11.71
52.38,3.00,2.07,11.70
52.38,3.00,2.08,11.70
52.38,3.00,2.10,11.70
52.39,3.00,2.10,11.70
52.39,3.00,2.10,11.70
52.39,3.00,2.10,11.70
52.39,3.00,2.10,11.70
52.40,3.00,2.10,11.69
52.40,3.00,2.10,11.69
52.41,3.00,2.10,11.69
52.41,3.00,2.10,11.69
52.42,3.00,2.10,11.69
52.42,3.00,2.10,11.68
52.42,3.00,2.10,11.68
52.43,3.00,2.10,11.68
52.43,3.00,2.10,11.68
52.43,3.00,2.10,11.68
52.43,3.00,2.10,11.68
52.44,3.00,2.10,11.68
52.44,3.00,2.10,11.68
52.44,3.00,2.10,11.68
52.44,3.00,2.10,11.67
52.45,3.00,2.10,11.67
52.45,3.00,2.10,11.67
52.45,3.00,2.10,11.67
52.46,3.00,2.10,11.67
52.46,3.00,2.10,11.67
52.46,3.00,2.10,11.67
52.47,3.00,2.10,11.67
52.47,3.00,2.10,11.67
52.47,3.00,2.10,11.66
52.47,3.00,2.10,11.66
52.48,3.00,2.10,11.66
52.48,3.00,2.10,11.66
52.48,3.00,2.10,11.66
52.48,3.00,2.10,11.66
52.49,3.00,2.10,11.66
52.49,3.00,2.10,11.66
52.49,3.00,2.10,11.66
52.49,3.00,2.10,11.66
52.50,3.00,2.10,11.66
52.50,3.00,2.10,11.65
52.50,3.00,2.10,11.65
52.51,3.00,2.10,11.65
52.51,3.00,2.10,11.65
52.51,3.00,2.10,11.65
52.51,3.00,2.10,11.65
52.52,3.00,2.10,11.65
52.52,3.00,2.10,11.65
52.52,3.00,2.10,11.65
52.53,3.00,2.10,11.65
52.53,3.00,2.10,11.65
52.53,3.00,2.10,11.64
52.53,3.00,2.10,11.64
52.54,3.00,2.10,11.64
52.54,3.00,2.10,11.64
52.54,3.00,2.10,11.64
52.55,3.00,2.10,11.64
52.55,3.00,2.10,11.64
52.55,3.00,2.10,11.64
52.55,3.00,2.10,11.64
52.56,3.00,2.10,11.64
52.56,3.00,2.10,11.64
52.56,3.00,2.10,11.64
52.56,3.00,2.10,11.63
52.57,3.00,2.10,11.63
52.57,3.00,2.10,11.63
52.57,3.00,2.10,11.63
52.58,3.00,2.10,11.63
52.58,3.00,2.10,11.63
52.58,3.00,2.08,11.63
52.58,3.00,2.04,11.63
52.59,3.00,2.04,11.63
52.59,3.00,2.04,11.63
52.59,3.00,2.04,11.63
52.60,3.00,2.04,11.63
52.60,3.00,2.04,11.63
52.60,3.00,2.04,11.63
52.60,3.00,2.04,11.62
52.61,3.00,2.04,11.62
52.61,3.00,2.04,11.62
52.61,3.00,2.04,11.62
52.61,3.00,2.04,11.62
52.62,3.01,2.04,11.62
52.62,3.00,2.04,11.62
52.62,3.00,2.04,11.62
52.63,3.00,2.04,11.62
52.63,3.00,2.04,11.62
52.63,3.00,2.04,11.62
52.63,3.00,2.04,11.62
52.64,3.00,2.04,11.62
52.64,3.00,2.04,11.62
52.64,3.00,2.04,11.62
52.65,3.00,2.04,11.62
52.65,3.00,2.04,11.62
52.65,3.00,2.04,11.61
52.66,3.00,2.04,11.61
52.66,3.00,2.04,11.61
52.66,3.00,2.04,11.61
52.67,3.00,2.04,11.61
52.67,3.00,2.04,11.61
52.67,3.00,2.04,11.61
52.67,3.00,2.04,11.61
52.68,3.00,2.04,11.61
52.68,3.00,2.04,11.61
52.68,3.00,2.04,11.61
52.69,3.00,2.04,11.61
52.69,3.00,2.04,11.61
52.69,3.00,2.04,11.61
52.69,3.00,2.04,11.61
52.70,3.00,2.04,11.61
52.70,3.00,2.04,11.61
52.70,3.00,2.04,11.61
52.70,3.00,2.04,11.61
52.71,3.00,2.04,11.61
52.71,3.00,2.04,11.60
52.71,3.00,2.04,11.60
52.72,3.00,2.04,11.60
52.72,3.00,2.04,11.60
52.72,3.00,2.04,11.60
52.72,3.00,2.04,11.60
52.73,3.00,2.04,11.60
52.73,3.00,2.04,11.60
52.73,3.00,2.04,11.60
52.73,3.00,2.04,11.60
52.74,15.30,2.04,11.60
52.74,15.13,2.04,11.60
52.74,14.94,2.04,11.59
52.75,14.78,2.04,11.59
52.75,14.63,2.04,11.59
52.75,14.48,2.04,11.59
52.75,14.32,2.04,11.59
52.76,14.16,2.04,11.58
52.76,14.00,2.04,11.58
52.76,13.84,2.04,11.58
52.77,13.66,2.04,11.58
52.77,13.51,2.04,11.58
52.77,13.36,2.04,11.58
52.77,13.21,2.04,11.58
52.78,13.06,2.04,11.58
52.78,12.91,2.04,11.58
52.78,12.73,2.04,11.58
52.78,12.55,2.04,11.57
52.79,12.39,2.05,11.57
52.79,12.24,2.07,11.57
52.79,12.06,2.07,11.57
52.80,11.84,2.07,11.57
52.80,11.69,2.07,11.57
52.80,11.54,2.07,11.57
52.80,11.38,2.07,11.57
52.81,11.23,2.07,11.57
52.81,11.08,2.07,11.57
52.81,10.93,2.07,11.58
52.82,10.77,2.07,11.58
52.82,10.61,2.07,11.58
52.82,10.44,2.07,11.58
52.82,10.27,2.07,11.58
52.83,10.11,2.07,11.58
52.83,9.96,2.07,11.58
52.83,9.81,2.07,11.58
52.83,9.65,2.02,11.58
52.84,9.50,2.01,11.58
52.84,9.22,2.01,11.58
52.85,9.05,2.01,11.58
52.85,8.89,2.01,11.59
52.85,8.74,2.02,11.59
52.85,8.52,2.04,11.59
52.86,8.38,2.04,11.59
52.86,8.23,2.04,11.59
52.86,8.09,2.04,11.59
52.87,7.92,2.04,11.59
52.87,7.78,2.04,11.59
52.87,7.64,2.04,11.59
52.87,7.50,2.04,11.60
52.88,7.36,2.04,11.60
52.88,7.21,2.04,11.60
52.88,7.07,2.04,11.60
52.88,6.91,2.04,11.60
52.89,6.76,2.04,11.60
52.89,6.62,2.04,11.60
52.89,6.45,2.04,11.60
52.90,6.28,2.04,11.60
52.90,6.13,2.04,11.61
52.90,5.99,2.04,11.61
52.90,5.83,2.04,11.61
52.91,5.70,2.04,11.61
52.91,5.57,2.04,11.61
52.91,5.43,2.04,11.61
52.91,5.31,2.04,11.61
52.92,5.18,2.04,11.61
52.92,5.05,2.04,11.61
52.92,4.93,2.04,11.61
52.93,4.79,2.04,11.62
52.93,4.66,2.04,11.62
52.93,4.54,2.04,11.62
52.93,4.42,2.04,11.62
52.94,4.31,2.04,11.62
52.94,4.20,2.04,11.62
52.94,4.07,2.04,11.62
52.95,3.94,2.04,11.62
52.95,3.84,2.04,11.62
52.95,3.74,2.04,11.62
52.95,3.64,2.04,11.62
52.96,3.56,2.04,11.62
52.96,3.48,2.04,11.63
52.96,3.40,2.04,11.63
52.96,3.32,2.04,11.63
52.97,3.25,2.04,11.63
52.97,3.20,2.04,11.63
52.97,3.15,2.04,11.63
52.97,3.10,2.03,11.63
52.98,3.06,2.02,11.63
52.98,3.03,2.02,11.63
52.98,3.00,2.02,11.63
52.99,3.00,2.02,11.63
52.99,3.00,2.02,11.63
52.99,3.02,2.02,11.63
53.00,3.06,2.02,11.63
53.00,3.11,2.02,11.63
53.01,3.19,2.02,11.63
53.01,3.26,2.02,11.63
53.01,3.34,2.02,11.63
53.02,3.43,2.02,11.63
53.02,3.54,2.02,11.63
53.02,3.68,2.02,11.63
53.03,3.80,2.02,11.63
53.03,3.93,2.02,11.63
53.03,4.07,2.02,11.63
53.04,4.20,2.02,11.63
53.04,4.33,2.02,11.63
53.05,4.61,2.02,11.63
53.05,4.77,2.02,11.63
53.05,4.90,2.02,11.63
53.06,5.09,2.02,11.63
53.06,5.24,2.01,11.63
53.06,5.38,2.00,11.62
53.07,5.56,2.00,11.62
53.07,5.74,2.00,11.62
53.07,5.91,2.00,11.62
53.08,6.07,2.00,11.62
53.08,6.23,2.00,11.62
53.08,6.37,2.00,11.62
53.08,6.54,2.00,11.62
53.09,6.68,2.00,11.62
53.09,6.86,2.00,11.62
53.09,7.04,2.00,11.62
53.10,7.19,2.00,11.62
53.10,7.34,2.00,11.62
53.10,7.48,2.00,11.62
53.10,7.65,2.00,11.62
53.11,7.79,2.00,11.62
53.11,7.94,2.00,11.62
53.11,8.10,2.00,11.62
53.12,8.25,2.00,11.62
53.12,8.40,2.00,11.62
53.12,8.56,2.00,11.62
53.12,8.74,2.00,11.61
53.13,8.93,2.00,11.61
53.13,9.09,2.00,11.61
53.13,9.24,2.00,11.61
53.14,9.39,2.00,11.61
53.14,9.54,2.00,11.61
53.14,9.70,2.00,11.61
53.14,9.87,2.00,11.61
53.15,10.02,2.00,11.61
53.15,10.19,2.00,11.61
53.15,10.34,2.00,11.61
53.16,10.50,2.00,11.61
53.16,10.68,2.00,11.62
53.16,10.85,2.00,11.62
53.16,11.03,2.00,11.62
53.17,11.19,2.00,11.62
53.17,11.37,2.00,11.62
53.17,11.53,2.00,11.62
53.18,11.68,2.00,11.62
53.18,11.85,2.00,11.62
53.18,12.00,2.00,11.62
53.18,12.19,2.00,11.62
53.19,12.34,2.00,11.62
53.19,12.49,2.36,11.63
53.19,12.65,2.46,11.63
53.20,12.81,2.46,11.63
53.20,12.97,2.46,11.63
53.20,13.13,2.05,11.63
53.20,13.33,3.19,11.63
53.21,13.51,3.19,11.64
53.21,13.67,2.01,11.64
53.21,13.83,2.01,11.64
53.22,3.04,2.01,11.64
53.22,3.25,2.01,11.64
53.22,3.25,2.01,11.64
53.22,3.25,2.01,11.65
53.23,3.25,2.01,11.65
53.23,3.25,2.01,11.65
53.23,3.25,2.01,11.65
53.24,3.25,2.01,11.65
53.24,3.24,2.01,11.65
53.24,3.24,2.01,11.65
53.25,3.24,2.01,11.65
53.25,3.24,2.04,11.65
53.25,3.24,2.07,11.65
53.26,3.24,2.07,11.65
53.26,3.24,2.07,11.65
53.26,3.24,2.07,11.66
53.27,3.24,2.07,11.66
53.27,3.24,2.07,11.66
53.27,3.24,2.07,11.66
53.27,3.24,2.07,11.66
53.28,3.24,2.07,11.66
53.28,3.24,2.03,11.66
53.28,3.24,2.03,11.66
53.29,3.14,2.03,11.66
53.29,3.25,2.03,11.66
53.29,3.25,2.03,11.66
53.29,3.25,2.03,11.66
53.30,3.25,2.03,11.66
53.30,3.24,2.03,11.66
53.30,3.24,2.00,11.66
53.31,3.24,2.00,11.66
53.31,3.24,2.00,11.66
53.31,3.24,2.00,11.66
53.31,3.24,2.00,11.66
53.32,3.24,2.00,11.66
53.32,3.23,2.00,11.66
53.32,3.23,2.00,11.67
53.33,3.23,2.00,11.67
53.33,3.23,2.00,11.67
53.33,3.23,2.00,11.67
53.34,3.23,2.00,11.67
53.34,3.23,2.00,11.67
53.34,3.23,2.00,11.67
53.34,3.23,2.00,11.67
53.35,3.23,2.00,11.67
53.35,3.24,2.00,11.67
53.35,3.24,2.00,11.67
53.36,3.24,2.00,11.67
53.36,3.24,2.00,11.67
53.36,3.24,2.00,11.68
53.36,3.24,2.00,11.68
53.37,3.24,2.00,11.68
53.37,3.24,2.00,11.68
53.37,3.24,2.00,11.68
53.37,3.24,2.00,11.68
53.38,3.24,2.00,11.68
53.38,3.24,2.00,11.68
53.38,3.24,2.00,11.69
53.39,3.24,2.00,11.69
53.39,3.25,2.00,11.69
53.39,3.25,2.00,11.69
53.39,3.25,2.00,11.69
53.40,3.25,2.00,11.69
53.40,3.25,2.00,11.70
53.40,3.25,2.00,11.70
53.41,3.25,2.00,11.70
53.41,3.25,2.00,11.70
53.41,3.25,2.00,11.71
53.42,3.25,2.00,11.71
53.42,3.25,2.00,11.71
53.42,3.25,2.00,11.71
53.42,3.25,2.00,11.72
53.43,3.25,2.00,11.72
53.43,3.25,2.00,11.72
53.43,3.25,2.00,11.72
53.43,3.25,2.00,11.73
53.44,3.25,2.00,11.73
53.44,3.25,2.00,11.73
53.44,3.25,2.00,11.73
53.45,3.25,2.00,11.74
53.45,3.25,2.00,11.74
53.45,3.25,2.00,11.74
53.46,3.25,2.00,11.75
53.46,3.25,2.00,11.75
53.46,3.25,2.00,11.75
53.47,3.25,2.00,11.76
53.47,3.25,2.00,11.76
53.47,3.25,2.00,11.76
53.47,3.25,2.00,11.77
53.48,3.25,2.00,11.77
53.48,3.25,2.00,11.77
53.48,3.25,2.00,11.77
53.49,3.25,2.00,11.78
53.49,3.25,2.00,11.78
53.49,3.25,2.00,11.78
53.49,3.25,2.00,11.79
53.50,3.24,2.00,11.79
53.50,3.24,2.00,11.79
53.50,3.24,2.00,11.80
53.51,3.24,2.00,11.80
53.51,3.24,2.00,11.80
53.51,3.24,2.00,11.81
53.51,3.24,2.00,11.81
53.52,3.24,2.00,11.81
53.52,3.24,2.00,11.82
53.52,3.24,2.00,11.82
53.53,3.24,2.00,11.83
53.53,3.24,2.00,11.83
53.53,3.14,2.00,11.83
53.53,3.30,2.00,11.84
53.54,3.27,2.00,11.84
53.54,3.25,2.00,11.85
53.54,3.22,2.00,11.85
53.55,3.20,2.00,11.86
53.55,3.17,2.00,11.86
53.55,3.16,2.00,11.86
53.56,3.14,2.00,11.87
53.56,3.13,2.00,11.87
53.56,3.11,2.00,11.87
53.57,3.10,2.00,11.88
53.57,3.08,2.00,11.89
53.57,3.07,2.00,11.89
53.58,3.06,2.00,11.89
53.58,3.05,2.00,11.90
53.58,3.04,2.00,11.90
53.59,3.03,2.00,11.91
53.59,3.02,2.00,11.91
53.59,3.01,2.00,11.92
53.59,3.01,2.00,11.92
53.60,3.01,2.00,11.92
53.60,3.00,2.00,11.93
53.60,3.00,2.00,11.93
53.61,3.05,2.00,11.94
53.61,3.01,2.00,11.94
53.61,3.01,2.00,11.94
53.61,3.01,2.00,11.95
53.62,3.01,2.00,11.95
53.62,3.01,2.00,11.96
53.62,3.01,2.00,11.96
53.63,3.01,2.00,11.96
53.63,3.01,2.00,11.97
53.63,3.01,2.00,11.97
53.63,3.01,2.00,11.98
53.64,3.01,2.00,11.98
53.64,3.01,2.00,11.98
53.64,3.01,2.00,11.99
53.65,3.01,2.00,11.99
53.65,3.01,2.00,12.00
53.65,3.01,2.00,12.00
53.65,3.01,2.00,12.00
53.66,3.01,2.00,12.01
53.66,3.01,2.00,12.01
53.66,3.01,2.00,12.02
53.67,3.01,2.00,12.02
53.67,3.01,2.00,12.03
53.67,3.01,2.00,12.03
53.67,3.01,2.00,12.04
53.68,3.01,2.00,12.04
53.68,3.01,2.00,12.04
53.68,3.01,2.00,12.05
53.69,3.01,2.00,12.05
53.69,3.01,2.00,12.06
53.69,3.01,2.00,12.06
53.69,3.01,2.00,12.06
53.70,3.01,2.00,12.07
53.70,3.01,2.00,12.07
53.70,3.01,2.00,12.07
53.71,3.01,2.00,12.08
53.71,3.01,2.00,12.08
53.71,3.01,2.00,12.09
53.71,3.01,2.00,12.09
53.72,3.01,2.00,12.10
53.72,3.01,2.00,12.10
53.72,3.01,2.00,12.11
53.73,3.01,2.00,12.11
53.73,3.01,2.00,12.11
53.73,3.01,2.00,12.12
53.74,3.01,2.00,12.12
53.74,3.01,2.00,12.13
53.74,3.01,2.00,12.14
53.75,3.01,2.00,12.14
53.75,3.01,2.00,12.14
53.75,3.01,2.00,12.15
53.76,3.01,2.00,12.15
53.76,3.01,2.00,12.16
53.76,3.01,2.00,12.16
53.77,3.01,2.00,12.17
53.77,3.01,2.00,12.17
53.77,3.01,2.01,12.17
53.77,3.01,2.02,12.18
53.78,3.01,2.02,12.18
53.78,3.01,2.02,12.18
53.78,3.01,2.02,12.19
53.78,3.01,2.02,12.19
53.79,3.01,2.02,12.20
53.79,3.01,2.02,12.20
53.79,3.00,2.02,12.20
53.80,3.01,2.02,12.21
53.80,3.01,2.02,12.21
53.80,3.01,2.02,12.22
53.80,3.01,2.02,12.22
53.81,3.01,2.02,12.22
53.81,3.01,2.02,12.23
53.81,3.01,2.02,12.23
53.81,3.01,2.02,12.24
53.82,3.01,2.02,12.24
53.82,3.01,2.02,12.24
53.82,3.01,2.02,12.25
53.83,3.01,2.02,12.25
53.83,3.01,2.02,12.26
53.83,3.01,2.02,12.26
53.84,3.01,2.02,12.27
53.84,3.01,2.02,12.27
53.84,3.01,2.02,12.27
53.84,3.01,2.02,12.28
53.85,3.01,2.02,12.28
53.85,3.01,2.02,12.29
53.85,3.01,2.02,12.29
53.85,3.01,2.02,12.29
53.86,3.01,2.02,12.30
53.86,3.01,2.02,12.30
53.87,3.01,2.02,12.31
53.87,3.01,2.02,12.31
53.87,3.01,2.02,12.32
53.88,3.01,2.02,12.32
53.88,3.01,2.02,12.33
53.88,3.01,2.02,12.33
53.88,3.01,2.02,12.33
53.89,3.01,2.02,12.34
53.89,3.01,2.02,12.34
53.89,3.01,2.02,12.35
53.89,3.01,2.02,12.35
53.90,3.01,2.02,12.35
53.90,3.01,2.02,12.36
53.90,3.01,2.02,12.36
53.91,3.01,2.02,12.37
53.91,3.01,2.02,12.37
53.91,3.01,2.02,12.37
53.91,3.01,2.02,12.38
53.92,3.01,2.02,12.38
53.92,3.01,2.02,12.39
53.92,3.01,2.02,12.39
53.93,3.01,2.02,12.39
53.93,3.01,2.02,12.40
53.93,3.01,2.02,12.40
53.93,3.01,2.02,12.40
53.94,3.01,2.02,12.41
53.94,3.01,2.02,12.41
53.94,3.01,2.02,12.42
53.95,3.01,2.02,12.42
53.95,3.01,2.02,12.43
53.95,3.01,2.01,12.43
53.95,3.00,2.02,12.43
53.96,3.00,2.02,12.44
53.96,3.00,2.01,12.44
53.96,3.00,2.02,12.44
53.97,3.00,2.02,12.45
53.97,3.00,2.02,12.45
53.97,3.01,2.09,12.46
53.97,3.02,2.09,12.46
53.98,3.00,2.09,12.47
53.98,3.00,2.09,12.47
53.98,3.02,2.09,12.47
53.99,3.04,2.09,12.48
53.99,3.07,2.09,12.48
53.99,3.11,2.09,12.48
53.99,3.07,2.09,12.49
54.00,3.00,2.09,12.49
54.00,3.00,2.09,12.50
54.00,3.02,2.09,12.50
54.01,3.05,2.09,12.50
54.01,3.08,2.09,12.51
54.01,3.13,2.09,12.51
54.01,3.18,2.09,12.52
54.02,3.24,2.09,12.52
54.02,3.24,2.09,12.52
54.02,3.00,2.09,12.53
54.03,3.01,2.09,12.53
54.03,3.02,2.09,12.53
54.03,3.05,2.09,12.54
54.03,3.09,2.09,12.54
54.04,3.13,2.09,12.55
54.04,3.19,2.09,12.55
54.04,3.26,2.09,12.55
54.05,3.15,2.09,12.56
54.05,3.00,2.09,12.56
54.05,3.00,2.09,12.57
54.05,3.02,2.09,12.57
54.06,3.04,2.09,12.57
54.06,3.07,2.09,12.58
54.07,3.16,2.09,12.58
54.07,3.21,2.07,12.59
54.07,3.25,2.07,12.59
54.07,3.00,2.07,12.59
54.08,3.01,2.07,12.60
54.08,3.02,2.07,12.60
54.08,3.05,2.07,12.61
54.09,3.08,2.07,12.61
54.09,3.12,2.07,12.61
54.09,3.17,2.07,12.62
54.09,3.21,2.07,12.62
54.10,3.00,2.07,12.62
54.10,3.00,2.07,12.63
54.10,3.02,2.07,12.63
54.11,3.04,2.07,12.63
54.11,3.08,2.07,12.64
54.11,3.12,2.07,12.64
54.11,3.18,2.07,12.65
54.12,3.07,2.07,12.65
54.12,3.00,2.07,12.65
54.12,3.00,2.07,12.66
54.13,3.02,2.07,12.66
54.13,3.04,2.07,12.66
54.13,3.08,2.07,12.67
54.13,3.12,2.07,12.67
54.14,3.16,2.07,12.67
54.14,3.11,2.07,12.68
54.14,3.00,2.07,12.68
54.15,3.01,2.07,12.68
54.15,3.02,2.07,12.69
54.15,3.04,2.07,12.69
54.15,3.08,2.07,12.69
54.16,3.11,2.07,12.70
54.16,3.16,2.07,12.70
54.16,3.15,2.07,12.70
54.16,3.00,2.07,12.71
54.17,3.01,2.07,12.71
54.17,3.02,2.07,12.72
54.17,3.04,2.07,12.72
54.18,3.07,2.07,12.72
54.18,3.11,2.07,12.72
54.18,3.15,2.07,12.73
54.18,3.19,2.07,12.73
54.19,3.00,2.07,12.73
54.19,3.00,2.06,12.74
54.19,3.02,2.01,12.74
54.19,3.04,2.01,12.74
54.20,3.08,2.01,12.75
54.20,3.12,2.01,12.75
54.20,3.17,2.01,12.76
54.21,3.12,2.01,12.76
54.21,3.00,2.01,12.76
54.21,3.00,2.01,12.76
54.21,3.02,2.01,12.77
54.22,3.04,2.01,12.77
54.22,3.06,2.01,12.77
54.22,3.10,2.01,12.78
54.22,3.15,2.01,12.78
54.23,3.17,2.01,12.78
54.23,3.00,2.01,12.79
54.23,3.00,2.01,12.79
54.24,3.02,2.01,12.79
54.24,3.04,2.01,12.80
54.24,3.06,2.01,12.80
54.24,3.11,2.01,12.80
54.25,3.15,2.01,12.81
54.25,3.20,2.01,12.81
54.25,3.07,2.01,12.81
54.25,3.00,2.01,12.82
54.26,3.00,2.01,12.82
54.26,3.02,2.01,12.82
54.26,3.04,2.01,12.83
54.27,3.11,2.01,12.83
54.27,3.16,2.01,12.83
54.27,3.11,2.01,12.84
54.28,3.00,2.01,12.84
54.28,3.01,2.01,12.85
54.29,3.03,2.01,12.85
54.29,3.08,2.01,12.86
54.29,3.12,2.01,12.86
54.30,3.17,2.01,12.86
54.30,3.22,2.01,12.87
54.30,3.06,2.01,12.87
54.31,3.00,2.01,12.87
54.31,3.00,2.01,12.88
54.31,3.02,2.01,12.88
54.31,3.04,2.01,12.88
54.32,3.07,2.01,12.89
54.32,3.11,2.01,12.89
54.32,3.16,2.01,12.89
54.33,3.23,2.01,12.90
54.33,3.00,2.01,12.90
54.33,3.00,2.01,12.90
54.33,3.02,2.01,12.90
54.34,3.05,2.01,12.91
54.34,3.09,2.01,12.91
54.34,3.13,2.01,12.92
54.35,3.16,2.01,12.92
54.35,3.00,2.01,12.92
54.35,3.00,2.01,12.92
54.35,3.02,2.01,12.93
54.36,3.04,2.01,12.93
54.36,3.06,2.01,12.93
54.36,3.10,2.01,12.94
54.36,3.15,2.01,12.94
54.37,3.16,2.01,12.94
54.37,3.00,2.01,12.94
54.37,3.00,2.01,12.95
54.37,3.02,2.01,12.95
54.38,3.03,2.01,12.95
54.38,3.06,2.01,12.95
54.38,3.12,2.01,12.96
54.39,3.16,2.01,12.96
54.39,3.12,2.01,12.96
54.39,3.00,2.05,12.96
54.39,3.00,2.05,12.97
54.40,3.02,2.05,12.97
54.40,3.04,2.05,12.97
54.40,3.07,2.05,12.97
54.41,3.11,2.05,12.98
54.41,3.16,2.05,12.98
54.41,3.14,2.05,12.98
54.41,3.00,2.05,12.98
54.42,3.00,2.05,12.99
54.42,3.02,2.05,12.99
54.42,3.08,2.05,12.99
54.43,3.13,2.05,12.99
54.43,3.13,2.05,13.00
54.43,3.00,2.05,13.00
54.44,3.00,2.05,13.00
54.44,3.01,2.05,13.00
54.44,3.03,2.05,13.00
54.44,3.07,2.05,13.01
54.45,3.11,2.05,13.01
54.45,3.16,2.05,13.01
54.45,3.17,2.05,13.01
54.46,3.00,2.05,13.01
54.46,3.00,2.05,13.01
54.46,3.01,2.05,13.02
54.46,3.04,2.05,13.02
54.47,3.09,2.05,13.02
54.47,3.14,2.05,13.02
54.47,3.22,2.05,13.03
54.48,3.14,2.05,13.03
54.48,3.00,2.05,13.03
54.49,3.01,2.05,13.03
54.49,3.02,2.05,13.03
54.49,3.05,2.05,13.04
54.49,3.08,2.05,13.04
54.50,3.13,2.05,13.04
54.50,3.19,2.05,13.04
54.50,3.25,2.05,13.04
54.51,3.17,2.05,13.05
54.51,3.00,2.05,13.05
54.51,3.01,2.05,13.05
54.51,3.02,2.05,13.05
54.52,3.04,2.05,13.05
54.52,3.07,2.05,13.05
54.52,3.11,2.05,13.05
54.52,3.16,2.05,13.06
54.53,3.23,2.05,13.06
54.53,3.00,2.05,13.06
54.54,3.01,2.05,13.06
54.54,3.03,2.05,13.07
54.54,3.06,2.05,13.07
54.55,3.09,2.05,13.07
54.55,3.13,2.05,13.07
54.55,3.18,2.05,13.07
54.55,3.23,2.05,13.07
54.56,3.29,2.05,13.07
54.56,3.10,2.05,13.07
54.56,3.00,2.05,13.08
54.57,3.01,2.05,13.08
54.57,3.02,2.05,13.08
54.57,3.04,2.05,13.08
54.57,3.06,2.05,13.08
54.58,3.10,2.05,13.08
54.58,3.14,2.05,13.08
54.58,3.19,2.05,13.08
54.58,3.26,2.05,13.08
54.59,3.16,2.05,13.09
54.59,3.00,2.05,13.09
54.59,3.00,2.05,13.09
54.59,3.01,2.05,13.09
54.60,3.03,2.05,13.09
54.60,3.06,2.05,13.09
54.60,3.10,2.05,13.09
54.60,3.14,2.05,13.09
54.61,3.19,2.05,13.09
54.61,3.25,2.05,13.09
54.61,3.26,2.05,13.09
54.61,3.00,2.05,13.09
54.62,3.00,2.05,13.09
54.62,3.01,2.05,13.09
54.62,3.03,2.05,13.09
54.62,3.06,2.05,13.09
54.63,3.10,2.05,13.09
54.63,3.14,2.05,13.09
54.63,3.19,2.05,13.09
54.63,3.24,2.05,13.09
54.64,3.25,2.05,13.09
54.64,3.00,2.05,13.09
54.64,3.00,2.05,13.09
54.65,3.02,2.04,13.09
54.65,3.04,2.04,13.09
54.65,3.06,2.04,13.09
54.65,3.10,2.04,13.09
54.66,3.14,2.04,13.09
54.66,3.19,2.04,13.09
54.66,3.11,2.04,13.09
54.66,3.00,2.04,13.09
54.67,3.01,2.04,13.08
54.67,3.02,2.04,13.08
54.67,3.05,2.04,13.08
54.67,3.08,2.04,13.08
54.68,3.07,2.04,13.08
54.68,3.00,2.04,13.07
54.68,3.01,2.04,13.07
54.69,3.02,2.04,13.07
54.69,3.04,2.04,13.07
54.69,3.08,2.04,13.07
54.69,3.05,2.04,13.06
54.70,3.00,2.04,13.06
54.70,3.00,2.04,13.06
54.70,3.02,2.04,13.06
54.71,3.05,2.04,13.06
54.71,3.08,2.04,13.05
54.71,3.04,2.04,13.05
54.71,3.00,2.04,13.05
54.72,3.00,2.04,13.05
54.72,3.02,2.04,13.04
54.72,3.05,2.04,13.04
54.73,3.08,2.04,13.04
54.73,3.03,2.04,13.04
54.73,3.00,2.04,13.04
54.74,3.00,2.02,13.03
54.74,3.02,2.01,13.03
54.74,3.05,2.04,13.03
54.74,3.08,2.01,13.03
54.75,3.03,2.01,13.03
54.75,3.00,2.01,13.02
54.75,3.00,2.01,13.02
54.76,3.02,2.01,13.02
54.76,3.04,2.01,13.02
54.76,3.07,2.01,13.02
